,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
3912,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,115.25,0
78,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.75,0
2045,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Others,110.5,0
6330,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Others,90.15,0
3321,0,Yes,No,64,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.55,0
5992,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,No,Others,72.45,1
906,0,No,No,4,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,56.4,0
4145,0,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Others,67.8,0
3150,0,No,No,17,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,25.65,0
5434,0,No,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Others,95.3,0
26,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.35,1
4955,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,69.4,1
4102,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.75,0
2359,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Month-to-month,Yes,Others,72.75,0
3774,1,Yes,Yes,52,Yes,Yes,DSL,No,Yes,Yes,No,One year,Yes,Electronic check,80.85,0
1387,0,Yes,Yes,72,Yes,Yes,No,No,No,No,No,Two year,No,Others,24.3,0
3400,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Others,84.3,0
952,0,No,No,22,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Others,55.1,0
911,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Others,89.0,0
5875,0,Yes,No,65,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Others,71.0,0
4827,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,81.0,1
1097,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Electronic check,90.4,1
479,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,69.0,1
1837,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.05,1
4831,0,No,No,18,No,No,DSL,Yes,Yes,No,Yes,One year,Yes,Others,40.2,0
1731,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,1
3956,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,105.3,1
4700,0,No,No,2,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.85,0
2461,0,No,No,70,Yes,No,No,No,No,No,No,One year,No,Others,19.7,0
3749,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,93.85,1
161,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,82.4,1
3117,1,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,0
4339,0,Yes,No,38,Yes,Yes,DSL,No,No,Yes,Yes,One year,No,Others,69.0,0
1589,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.95,0
2562,0,Yes,Yes,66,No,No,DSL,No,No,No,Yes,Two year,No,Others,50.55,0
5495,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.85,1
5276,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,One year,No,Others,56.9,0
5375,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.8,1
6359,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.4,0
2369,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,No,Others,99.25,0
3750,1,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,One year,Yes,Electronic check,79.2,0
5988,0,Yes,Yes,12,Yes,No,No,No,No,No,No,Two year,No,Others,21.05,0
1278,0,Yes,Yes,36,No,No,DSL,Yes,No,Yes,Yes,One year,No,Others,60.7,0
4427,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,No,Others,100.65,0
3170,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,One year,No,Electronic check,100.2,0
3911,0,No,No,18,Yes,No,DSL,Yes,No,No,No,Month-to-month,No,Electronic check,49.4,1
3989,0,No,Yes,8,No,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,38.5,0
6129,0,Yes,No,52,No,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,39.9,0
4778,0,No,Yes,62,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.4,0
6883,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Yes,Others,105.35,0
5596,0,No,No,65,Yes,Yes,No,No,No,No,No,Two year,No,Others,26.5,0
5483,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.75,1
4183,0,No,Yes,1,No,No,DSL,No,Yes,No,Yes,Month-to-month,No,Others,33.6,0
6690,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Others,94.3,0
3221,0,No,No,3,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.75,0
15,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,113.25,0
395,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,90.05,0
4021,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.5,1
1136,0,Yes,Yes,63,Yes,No,No,No,No,No,No,Two year,No,Others,20.0,0
6988,0,Yes,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Others,69.5,0
3496,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Others,74.3,0
6814,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Others,94.0,0
6579,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Others,84.3,0
3502,0,No,No,44,No,No,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,54.0,0
1026,1,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.6,1
1463,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,70.4,1
3223,0,Yes,No,3,No,No,DSL,No,Yes,No,No,Month-to-month,No,Others,29.8,0
2808,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,97.1,0
4812,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,No,Others,66.25,1
5202,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Others,111.1,0
6210,0,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,One year,Yes,Others,54.75,0
1342,0,No,No,8,Yes,No,No,No,No,No,No,Two year,No,Others,20.0,0
3077,0,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,Two year,No,Others,53.3,0
4084,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.05,1
5388,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.9,1
5255,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,0
349,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,No,Others,97.0,0
5272,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.1,1
5783,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,89.3,1
6921,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,79.85,0
1322,0,Yes,No,10,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.95,0
5625,0,No,Yes,22,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.55,0
6117,0,No,No,69,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.3,0
3881,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,No,Others,65.15,0
3341,1,No,No,49,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,43.8,0
2312,0,No,No,18,Yes,No,No,No,No,No,No,One year,No,Others,20.1,0
4564,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.0,1
286,0,No,No,20,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,0
227,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,55.2,1
2914,0,No,No,32,Yes,No,DSL,No,No,No,No,One year,Yes,Others,64.85,0
4828,0,No,No,39,No,No,DSL,No,Yes,Yes,Yes,Month-to-month,No,Others,41.1,0
4277,0,No,No,6,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.95,0
2282,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,99.5,1
3585,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,Yes,One year,No,Others,90.15,0
5907,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,44.3,0
6561,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.8,0
6597,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,70.75,1
1619,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,81.5,0
6759,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Others,93.65,0
1941,0,No,No,3,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,54.65,0
153,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,0
4223,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,70.3,0
1232,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.3,1
3877,0,Yes,Yes,21,No,No,DSL,Yes,No,Yes,No,One year,Yes,Electronic check,55.95,1
3682,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1
5973,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Others,104.4,0
2424,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Others,112.95,1
5777,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,68.15,0
2405,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.2,1
502,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,One year,No,Others,65.2,0
4023,0,No,No,42,Yes,No,No,No,No,No,No,One year,No,Others,19.8,0
1595,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.7,1
2676,0,No,No,29,Yes,No,No,No,No,No,No,One year,No,Others,20.35,0
3848,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Others,49.2,0
4533,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Others,105.15,0
2382,0,No,No,29,No,No,DSL,Yes,Yes,No,Yes,One year,No,Others,39.5,0
4714,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,90.45,0
2904,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,70.95,1
4745,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.45,0
678,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Others,107.95,0
5144,1,Yes,No,3,No,No,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.75,0
5943,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,1
6593,0,Yes,No,55,No,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Others,54.55,1
6884,0,Yes,No,3,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,35.15,1
3590,0,Yes,No,50,Yes,No,No,No,No,No,No,One year,Yes,Others,19.85,0
3415,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,One year,Yes,Electronic check,83.0,1
472,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,70.05,0
3661,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,One year,No,Others,87.55,0
5761,0,Yes,Yes,48,No,No,DSL,Yes,Yes,No,Yes,Two year,No,Others,39.4,0
279,0,No,No,5,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Others,50.55,0
6160,0,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,Yes,Others,89.65,0
3412,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,Two year,No,Others,59.5,0
7013,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,93.4,0
621,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Electronic check,92.05,0
821,0,Yes,Yes,43,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Others,79.15,0
6657,0,Yes,No,49,Yes,No,No,No,No,No,No,One year,No,Others,20.45,0
6742,0,Yes,Yes,52,Yes,No,DSL,Yes,Yes,Yes,No,Two year,No,Electronic check,79.2,0
2230,0,Yes,Yes,45,Yes,No,No,No,No,No,No,Two year,No,Others,20.35,0
4707,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Others,109.2,0
5778,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.3,0
1553,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Others,81.5,0
1399,0,Yes,Yes,14,Yes,No,No,No,No,No,No,One year,No,Others,19.55,0
3377,0,Yes,No,68,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.05,0
2214,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.3,1
1780,0,No,Yes,18,Yes,No,No,No,No,No,No,One year,No,Others,20.15,1
1959,0,Yes,Yes,5,No,No,DSL,No,Yes,No,Yes,Month-to-month,No,Electronic check,34.25,0
6410,1,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,No,Others,83.0,0
214,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,86.8,0
2109,0,No,No,34,Yes,Yes,No,No,No,No,No,Two year,No,Others,26.1,0
3526,1,No,No,5,Yes,No,DSL,No,No,Yes,No,Month-to-month,No,Electronic check,50.35,1
5025,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,0
865,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Others,80.6,1
4975,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Others,103.75,0
6916,0,No,Yes,44,Yes,No,No,No,No,No,No,Two year,No,Others,19.55,0
4995,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,75.1,1
1277,0,Yes,Yes,72,Yes,No,No,No,No,No,No,Two year,Yes,Others,20.1,0
5151,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.35,0
2938,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Others,97.75,0
6253,0,No,No,56,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,44.85,0
1967,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Others,78.6,1
4861,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,One year,Yes,Others,58.95,0
6045,0,Yes,Yes,38,Yes,No,No,No,No,No,No,One year,No,Others,19.6,0
3940,0,No,No,19,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,25.15,0
2848,0,Yes,Yes,24,Yes,No,DSL,Yes,No,Yes,No,One year,Yes,Others,56.25,0
163,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Others,73.9,0
7022,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,104.95,0
5367,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,Two year,Yes,Others,82.5,0
4147,1,Yes,No,71,Yes,Yes,No,No,No,No,No,Two year,No,Others,24.85,0
1854,1,No,No,1,No,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.3,1
6702,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.6,0
6459,1,Yes,No,51,No,No,DSL,No,Yes,No,No,Month-to-month,Yes,Others,29.45,0
6933,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,1
4575,0,No,No,4,Yes,Yes,No,No,No,No,No,Month-to-month,No,Others,25.25,0
1671,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Others,103.15,0
5045,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,No,Others,80.05,0
3721,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.65,1
5564,0,No,No,35,Yes,Yes,DSL,Yes,No,No,No,Two year,No,Others,55.25,0
992,0,Yes,Yes,22,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.25,0
1112,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,89.85,0
4128,0,No,No,57,No,No,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.3,1
5093,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Two year,Yes,Others,66.15,0
5539,0,Yes,Yes,22,Yes,No,No,No,No,No,No,One year,No,Others,19.95,0
412,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,0
4434,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.7,0
2421,0,No,No,68,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,39.9,0
4713,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Others,105.05,0
1443,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Others,55.8,0
2513,0,Yes,Yes,52,Yes,No,No,No,No,No,No,Two year,No,Others,19.2,0
4911,1,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Others,84.8,0
769,0,Yes,No,17,Yes,No,DSL,Yes,Yes,No,No,One year,No,Others,64.8,0
2225,0,No,No,33,No,No,DSL,No,Yes,No,No,One year,Yes,Electronic check,39.1,0
3872,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.1,0
1605,0,No,No,65,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.55,0
3810,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,44.55,0
356,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.1,0
6981,0,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.45,0
4661,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,89.0,0
6450,0,Yes,Yes,27,Yes,No,No,No,No,No,No,Two year,No,Others,19.9,0
857,0,No,No,1,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,50.8,1
4110,0,Yes,No,70,Yes,No,DSL,Yes,Yes,No,Yes,Two year,No,Others,67.95,0
846,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,84.85,0
6568,0,Yes,Yes,8,Yes,No,No,No,No,No,No,Two year,No,Others,19.7,0
6993,1,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.05,1
2984,0,Yes,No,26,Yes,Yes,No,No,No,No,No,One year,No,Others,26.0,0
265,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,88.1,0
3927,0,Yes,No,3,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.55,1
1004,0,No,No,21,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.0,0
4751,0,No,No,11,Yes,Yes,No,No,No,No,No,Month-to-month,No,Others,23.15,1
6458,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,0
3965,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,106.5,0
6181,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Electronic check,99.9,0
2357,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,Yes,No,One year,No,Others,75.1,0
6061,0,No,Yes,26,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Others,49.5,0
5445,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,Yes,Others,89.1,0
1486,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Others,55.05,1
6223,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1
6887,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No,Two year,No,Others,24.3,0
3076,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.25,1
6346,1,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,49.25,1
5654,1,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Two year,No,Others,105.35,0
1504,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,0
2069,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.6,1
972,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Two year,No,Others,70.1,0
4606,0,Yes,Yes,11,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.0,0
4722,0,No,No,60,Yes,No,DSL,No,Yes,Yes,Yes,One year,Yes,Others,70.15,0
1109,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Others,50.15,0
2887,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.05,1
1192,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,1
3024,0,No,Yes,9,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.4,0
5546,0,No,No,4,No,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Others,42.4,0
511,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.45,0
6958,0,Yes,Yes,13,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.75,0
4272,0,Yes,No,56,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.15,1
2090,0,Yes,Yes,48,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,29.5,0
2343,0,Yes,No,3,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,46.1,0
6150,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,91.05,0
5282,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.2,1
2762,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,No,Others,99.3,0
6224,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,One year,No,Others,84.2,0
6698,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,One year,Yes,Others,89.6,0
5084,0,Yes,Yes,22,Yes,No,No,No,No,No,No,One year,No,Others,20.75,0
2759,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.65,0
2022,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,0
3216,0,Yes,Yes,1,Yes,No,DSL,No,No,Yes,No,Month-to-month,No,Others,50.45,1
1116,0,No,No,38,Yes,Yes,No,No,No,No,No,One year,Yes,Electronic check,24.25,0
357,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,Yes,Electronic check,105.25,0
5716,0,No,Yes,2,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,0
6369,1,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Electronic check,105.05,0
1898,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,78.95,1
4296,0,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,72.25,1
705,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Others,79.85,1
4451,1,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,93.9,0
2021,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,108.15,0
41,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Two year,Yes,Others,69.2,0
927,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,81.15,1
3193,0,Yes,Yes,3,Yes,No,No,No,No,No,No,Two year,No,Others,19.1,0
4736,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,81.25,0
4207,0,No,No,21,No,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Others,43.55,0
6959,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,One year,Yes,Others,89.1,0
422,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,No,Others,100.55,0
6707,1,Yes,No,72,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,25.7,0
1015,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,One year,No,Others,53.65,1
2502,0,No,No,70,Yes,Yes,No,No,No,No,No,One year,No,Others,26.05,0
